학년도,학기,소속,학과,과목번호,분반,과목명,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2024 학년도,1학기,대학,대학,CUCAU002,01,한국힙합의랩탐구,3.0,,,,0000000000,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCAU012,01,과학의논쟁,3.0,,,,0000000012,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCAU013,01,휴머노이드 로봇,3.0,,,,0000000053,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCAU017,01,Global Business and Legal Issues,3.0,,,,0000000005,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKD001,01,"시를 읽다, 소설을 읽다, 나를 읽다",2.0,,,,0000000022,,,O,O,,,,,,,2-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKU004,01,감성인문학,2.0,,,,0000000017,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKU005,01,생각을 세우다,2.0,,,,0000000000,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKU006,01,에코토피아와 인간,2.0,,,,0000000000,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKU007,01,평화 인문학과 안중근,2.0,,,,0000000000,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUDGC004,01,예술의이해와탐구,2.0,,,,0000000004,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUDGC008,01,과학기술과사회,2.0,,,,0000000000,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUDGC010,01,영화고전의발견,2.0,,,,0000000008,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUDGC012,01,경영학의이해,2.0,,,,0000000018,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUICC007,01,세계유산의 이해,2.0,,,,0000000000,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUICC008,01,삶의 재발견,2.0,,,,0000000000,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUICC009,01,취창업과 진로,2.0,,,,0000000006,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUMPC002,01,공감과 소통,2.0,,,,0000000023,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUMPC003,01,"사랑, 성, 생명",2.0,,,,0000000003,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUMPC004,01,도시와 문화예술,2.0,,,,0000000009,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUPSC002,01,문학과 정신분석,3.0,,,,0000000005,,,O,O,,,,,,,2-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,영미어문전공,ENG2001,01,영문학개론,3.0,"화,목 12:00~13:15 [J219]",3.0,김태원,0000000040,O,,,,,,,,,1학년,1학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2001,02,영문학개론,3.0,"수,금 15:00~16:15 [J202]",3.0,전자영,0000000029,O,,,,,,,,,"1,2,3학년",1학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2003,01,언어학개론,3.0,"화,목 15:00~16:15 [J107]",3.0,Barrie Michael Jonathan Mathew,0000000070,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2005,01,영국문화사,3.0,"월,수 16:30~17:45 [J219]",3.0,김치헌,0000000051,O,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2101,01,영문학작문,3.0,"월,수 10:30~11:45 [J219]",3.0,김치헌,0000000020,O,,,,,,,,,전학년,1-2학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2101,02,영문학작문,3.0,"화,목 09:00~10:15 [J116]",3.0,이은경,0000000012,O,,,,,,,,,1학년,1-2학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2104,01,실용영문법,3.0,"월,수 12:00~13:15 [J327]",3.0,유원호,0000000036,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3003,01,르네상스시대의영문학,3.0,"화,목 16:30~17:45 [J327]",3.0,김태원,0000000040,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3010,01,빅토리아시대의소설,3.0,"수,금 13:30~14:45 [J217]",3.0,BonfiglioRichardPaul,0000000033,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3011,01,19세기미국문학,3.0,"월,수 10:30~11:45 [J204]",3.0,서주희,0000000026,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3102,01,현대서양문학,3.0,"화,목 15:00~16:15 [J202]",3.0,이은경,0000000029,O,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3104,01,현대영국소설,3.0,"월,수 12:00~13:15 [J602]",3.0,김영주,0000000029,,,,,,,,,,전학년,2-4학년,,,선수과목: 영문학개론
2024 학년도,1학기,대학,영미어문전공,ENG3107,01,현대미국소설,3.0,"화,목 10:30~11:45 [J602]",3.0,황은주,0000000023,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3203,01,식민주의및탈식민주의문학,3.0,"수,금 09:00~10:15 [J116]",3.0,전자영,0000000003,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3223,01,시와문화,3.0,"화,목 13:30~14:45 [J313]",3.0,"Disney, Daniel James Philip",0000000030,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3233,02,법과 문학,3.0,월 13:30~16:15 [J204],3.0,김준형,0000000035,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3304,01,영어음운론,3.0,"월,수 16:30~17:45 [J204]",3.0,정인기,0000000009,O,,,,,,,,,"2,3,4학년",2-4학년,,,"선수과목: ENG2003 언어학개론, ENG2101 영문학작문"
2024 학년도,1학기,대학,영미어문전공,ENG3307,01,영어의미론,3.0,"화,목 10:30~11:45 [J107]",3.0,이성범,0000000063,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3407,01,대화분석,3.0,"월,수 10:30~11:45 [J128]",3.0,이요안,0000000040,,,,,,,,,,전학년,2-4학년,,(구) ENG3310 담화분석개론,
2024 학년도,1학기,대학,영미어문전공,ENG3419,01,"문학, 공연, 문화산업(캡스톤디자인)",3.0,금 10:30~13:15 [J311],3.0,김태원,0000000010,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3420,03,언어학과 인문콘텐츠(캡스톤디자인),3.0,"화,목 13:30~14:45 [J112]",3.0,"정인기, 정희련",0000000001,,,,,,,,,,"3,4학년",3-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3430,01,전공진로설계Ⅰ,,,,,0000000002,,,,,,,,,,"2,3,4학년",2-4학년,"영문학부(영미어문전공,(1전공 가능)",,제1전공자만 가능
2024 학년도,1학기,대학,영미어문전공,ENG4099,01,개별연구논문,3.0,,,황은주,0000000000,,,O,,,,O,,,"3,4학년",3-4학년,,,강의 없음.강의 없음. 졸업 학점에는 포함하나 전공 학점에는 포함하지 않음.
2024 학년도,1학기,대학,영미어문전공,ENGG004,01,19세기영국문학프로세미나,3.0,목 13:30~16:30 [J614],3.0,BonfiglioRichardPaul,0000000001,O,,,,,,O,,,"3,4학년",3-4학년,,대학원초급과목,학석사 연계과정
2024 학년도,1학기,대학,영미어문전공,ENGG007,01,20세기미국문학프로세미나,3.0,수 10:30~13:30 [J616],3.0,황은주,0000000002,O,,,,,,O,,,"3,4학년",3-4학년,,대학원초급과목,학석사 연계과정
2024 학년도,1학기,대학,영미어문전공,ENGG205,04,통사론 I,3.0,"화,목 12:00~13:15 [J211]",3.0,Barrie Michael Jonathan Mathew,0000000005,O,,,,,,O,,,"3,4학년",3-4학년,,,학석사 연계과정
2024 학년도,1학기,대학,영미어문전공,ENGG231,01,제2언어습득론입문:이론과적용,3.0,월 14:00~16:45 [J616],3.0,박은성,0000000004,O,,,,,,O,,,"3,4학년",3-4학년,,대학원초급과목,학석사 연계과정
2024 학년도,1학기,대학,영미어문전공,ENGG282,01,영어논리/논증적글쓰기의이론과실제,3.0,화 15:00~17:50 [J112],3.0,한소영,0000000001,O,,,,,,O,,,"3,4학년",3-4학년,,대학원초급과목,"학석사 연계 과목,학석사연계과정으로 영어교육전공 대학원에 진학할 학생에 한함"
2024 학년도,1학기,대학,사학과,HIS2002,01,현대세계의역사적이해,3.0,월 13:30~16:15 [J219],3.0,문종현,0000000040,,,,,,,,,,전학년,1-2학년,,,
2024 학년도,1학기,대학,사학과,HIS2003,01,한국사개론Ⅰ,3.0,"월,수 10:30~11:45 [J209]",3.0,조범환,0000000042,,,,,,,,,,전학년,2-4학년,,"구 한국사개설I,II 통합과목",
2024 학년도,1학기,대학,사학과,HIS2005,01,서양사개론Ⅰ,3.0,"화,목 15:00~16:15 [J319]",3.0,박효근,0000000020,,,,,,,,,,전학년,2-4학년,,"구 서양사개설I,II 통합과목",
2024 학년도,1학기,대학,사학과,HIS2006,01,역사학입문,3.0,"화,목 12:00~13:15 [J202]",3.0,정일영,0000000039,,,,,,,,,,전학년,1-4학년,,역사란무엇인가(HIS2001)의 대체과목(2013학번이전의경우),
2024 학년도,1학기,대학,사학과,HIS3005,01,한국현대사,3.0,"화,목 10:30~11:45 [J219]",3.0,조은성,0000000031,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3006,01,중국고대사,3.0,"화,목 10:30~11:45 [J327]",3.0,정면,0000000030,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3009,01,근대중국의개혁과혁명,3.0,"수,금 13:30~14:45 [J110]",3.0,장수지,0000000007,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3021,01,서양고대사,3.0,"수,금 13:30~14:45 [J325]",3.0,오흥식,0000000017,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3037,01,미국사개설,3.0,"화,목 13:30~14:45 [J327]",3.0,박현숙,0000000032,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3040,01,한국사개론Ⅱ,3.0,금 10:30~13:15 [J202],3.0,허준,0000000026,O,,,,,,,,,전학년,2-4학년,,(구)세계문명사Ⅰ,
2024 학년도,1학기,대학,사학과,HIS3041,01,한국사상사,3.0,"화,목 15:00~16:15 [J323]",3.0,조범환,0000000010,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3046,01,한중관계사,3.0,"월,수 12:00~13:15 [J321]",3.0,김근하,0000000020,,,,,,,,,,전학년,2-4학년,,구)한중교섭사,
2024 학년도,1학기,대학,사학과,HIS3053,01,한국여성사,3.0,"화,목 13:30~14:45 [J321]",3.0,조은성,0000000019,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3058,01,동서교류사,3.0,"월,수 12:00~13:15 [K212]",3.0,송인주,0000000011,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3070,01,문화유산현장실습1,1.0,수 16:30~17:45 [J102],1.5,조범환,0000000039,,,,,,,,,,전학년,2-4학년,,성적평가:S/U,문화유산현장실습2와 합반
2024 학년도,1학기,대학,사학과,HIS3071,01,문화유산현장실습2,1.0,수 16:30~17:45 [J102],1.5,조범환,0000000039,,,,,,,,,,전학년,1-4학년,,성적평가:S/U,문화유산현장실습1과 합반
2024 학년도,1학기,대학,사학과,HIS3074,01,전공진로설계Ⅰ,,,,,0000000001,,,,,,,,,,"2,3,4학년",2-4학년,사학과(1전공 가능),,제1전공자만 가능
2024 학년도,1학기,대학,사학과,HIS3082,01,디지털역사학개론,3.0,금 10:30~13:15 [J313],3.0,유슬기,0000000004,,,,,,,,,,전학년,2-4학년,,디지털인문학연계전공 사학과전공과목,
2024 학년도,1학기,대학,사학과,HIS4011,01,동양사강독2,3.0,"화,목 16:30~17:45 [J204]",3.0,전인갑,0000000017,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,사학과,HISQ981,01,역사교과교육론,3.0,"화,목 12:00~13:15 [J110]",3.0,이소은,0000000005,,,,,,,,,,전학년,3-4학년,,교직이수자만 전공학점으로 인정,"교직이수자만 전공학점으로 인정/PHIQ982-01, RELQ981-01 합반"
2024 학년도,1학기,대학,사학과,HISQ982,01,역사교과논리및논술,3.0,"화,목 15:00~16:15 [J110]",3.0,김민정,0000000002,O,,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,"교직이수자만 전공학점으로 인정/PHIQ981-01, RELQ982-01 합반"
2024 학년도,1학기,대학,철학과,PHI2003,01,서양철학사,3.0,"월,수 10:30~11:45 [J309]",3.0,이솔,0000000059,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI2005,01,논리학개론,3.0,"월,수 12:00~13:15 [J107]",3.0,오은영,0000000077,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI2008,01,윤리학,3.0,"화,목 10:30~11:45 [J311]",3.0,이상섭,0000000070,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3030,01,언어철학,3.0,"월,수 12:00~13:15 [J319]",3.0,김준걸,0000000020,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3033,01,"선진,한철학사",3.0,"화,목 15:00~16:15 [J307]",3.0,정재현,0000000045,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3037,01,도가철학,3.0,"수,금 15:00~16:15 [J311]",3.0,이임찬,0000000063,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3038,01,유가철학,3.0,"화,목 13:30~14:45 [J307]",3.0,류희성,0000000059,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3046,01,칸트철학,3.0,"화,목 16:30~17:45 [J315]",3.0,"Kim, Halla",0000000023,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3047,01,전공진로설계Ⅰ,,,,,0000000001,,,,,,,,,,"2,3,4학년",2-4학년,철학과(1전공 가능),,제1전공자만 가능
2024 학년도,1학기,대학,철학과,PHI4099,01,개별연구논문,3.0,,,"Kim, Halla",0000000002,,,O,,,,O,,,"3,4학년",3-4학년,,,
2024 학년도,1학기,대학,철학과,PHIG083,01,서양철학읽기,3.0,월 13:30~16:15 [J104],3.0,이상섭,0000000018,,,,,,,,,,"2,3,4학년",1-4학년,,,
2024 학년도,1학기,대학,철학과,PHIG084,01,서양철학의근본원리들,3.0,금 10:30~13:15 [J616],3.0,"Kim, Halla",0000000006,O,,,,,,O,,,"3,4학년",3-4학년,,"대학원초급과목,PHI4037의 대체과목",연대&이대에만 개방
2024 학년도,1학기,대학,철학과,PHIQ981,01,철학교과논리및논술,3.0,"화,목 15:00~16:15 [J110]",3.0,김민정,0000000001,O,,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,"교직이수자만 전공학점으로 인정/HISQ982-01, RELQ982-01 합반"
2024 학년도,1학기,대학,철학과,PHIQ982,01,철학교과교육론,3.0,"화,목 12:00~13:15 [J110]",3.0,이소은,0000000000,,,,,,,,,,전학년,3-4학년,,교직이수자만 전공학점으로 인정,"교직이수자만 전공학점으로 인정/HISQ981-01, RELQ981-01 합반"
2024 학년도,1학기,대학,수학과,MAT1050,01,미적분학실습I,1.0,월 13:30~15:10 [RA205],2.0,임경수,0000000022,,,,,,,,,,전학년,1학년,,,실습과목
2024 학년도,1학기,대학,수학과,MAT1050,02,미적분학실습I,1.0,월 15:30~17:10 [RA205],2.0,임경수,0000000021,,,,,,,,,,전학년,1학년,,,실습과목
2024 학년도,1학기,대학,수학과,MAT1050,03,미적분학실습I,1.0,수 13:30~15:10 [RA205],2.0,임경수,0000000022,,,,,,,,,,전학년,1학년,,,실습과목
2024 학년도,1학기,대학,수학과,MAT1050,04,미적분학실습I,1.0,수 15:30~17:10 [RA205],2.0,임경수,0000000021,,,,,,,,,,전학년,1학년,,,실습과목
2024 학년도,1학기,대학,수학과,MAT2010,01,집합론,3.0,"화,목 10:30~11:45 [RA406B]",3.0,신창언,0000000046,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,01,선형대수학,3.0,"화,목 09:00~10:15 [RA310]",3.0,조상현,0000000063,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,02,선형대수학,3.0,"월,수 12:00~13:15 [K203]",3.0,조장현,0000000069,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,03,선형대수학,3.0,"화,목 15:00~16:15 [RA310]",3.0,이영란,0000000070,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,04,선형대수학,3.0,"화,목 13:30~14:45 [RA308]",3.0,김대욱,0000000071,O,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,05,선형대수학,3.0,"수,금 15:00~16:15 [K303]",3.0,김준태,0000000062,O,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,06,선형대수학,3.0,"화,목 13:30~14:45 [K504]",3.0,조성희,0000000018,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2210,01,고등미적분학I,3.0,"화,목 12:00~13:15 [RA410]",3.0,이재성,0000000060,O,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2210,02,고등미적분학I,3.0,"월,수 10:30~11:45 [RA408]",3.0,옥지훈,0000000049,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,수학과,MAT2410,01,응용수학I,3.0,"수,금 09:00~10:15 [K201]",3.0,이영록,0000000080,,,,,"[2,4,6,8,0]",,,,,전학년,2학년,"컴퓨터공학과,인공지능학과(가능)",통계학입문(MAT3020)과 동등한 과목,컴퓨터공학및인공지능학전공가능(짝수학번)
2024 학년도,1학기,대학,수학과,MAT2410,02,응용수학I,3.0,"화,목 09:00~10:15 [RA406B]",3.0,임경필,0000000060,,,,,"[1,3,5,7,9]",,,,,전학년,2학년,"컴퓨터공학과,인공지능학과(가능)",통계학입문(MAT3020)과 동등한 과목,컴퓨터공학및인공지능학전공가능(홀수학번)
2024 학년도,1학기,대학,수학과,MAT2510,01,푸리에해석및응용,3.0,"월,수 12:00~13:15 [RA406B]",3.0,임경수,0000000045,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3020,01,통계학입문,3.0,"월,수 10:30~11:45 [RA406B]",3.0,임경수,0000000059,,,,,,,,,,전학년,2학년,"컴퓨터공학과,인공지능학과(1전공 불가능)",응용수학I(MAT2410)과 동등한 과목임,컴퓨터공학 및 인공지능학 1전공학생수강불가(응용수학I과 동등과목)
2024 학년도,1학기,대학,수학과,MAT3110,01,이산수학,3.0,"화,목 09:00~10:15 [K501]",3.0,조창연,0000000040,O,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3430,01,응용통계학및실습,3.0,"화,목 15:00~16:15 [RA205]",3.0,김대욱,0000000023,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3430,02,응용통계학및실습,3.0,"화,목 12:00~13:15 [RA205]",3.0,임경필,0000000025,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3440,01,통신수학,3.0,"화,목 10:30~11:45 [K309]",3.0,김종락,0000000024,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3451,01,전공진로설계Ⅰ,,,,,0000000006,,,,,,,,,,"2,3,4학년",2-4학년,수학과(1전공 가능),,
2024 학년도,1학기,대학,수학과,MAT4110,01,추상대수학I,3.0,"월,수 10:30~11:45 [K212]",3.0,오영탁,0000000037,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,수학과,MAT4110,02,추상대수학I,3.0,"화,목 10:30~11:45 [K501]",3.0,조창연,0000000042,O,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,수학과,MAT4210,01,복소수함수론I,3.0,"화,목 15:00~16:15 [RA410]",3.0,이재성,0000000044,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,수학과,MAT4310,01,미분기하학,3.0,"화,목 13:30~14:45 [K212]",3.0,김종수,0000000065,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,수학과,MAT4330,01,위상수학개론II,3.0,"수,금 13:30~14:45 [K306]",3.0,김준태,0000000020,O,,,,,,,,,전학년,4학년,,구MATG320/구 위상수학특론의대체과목,
2024 학년도,1학기,대학,수학과,MAT4510,01,학부개별연구,3.0,,,김종락,0000000002,,,,,,,,,,전학년,3-4학년,,"특수연구, 전공학점으로 인정되지 않음",시간 미정
2024 학년도,1학기,대학,수학과,MATG210,01,실변수함수론,3.0,"화,목 10:30~11:45 [R1418]",3.0,이영란,0000000012,,,,,,,,,,전학년,4학년,,"(구)실해석학I, 학석사연계과",학석사연계과목
2024 학년도,1학기,대학,수학과,MATQ981,01,수학교과교육론,3.0,"화,목 12:00~13:15 [J112]",3.0,김구연,0000000002,,,,,,,,,,전학년,3-4학년,,교직이수자만 전공학점으로 인정,교직(교직이수자만 전공학점으로 인정)
2024 학년도,1학기,대학,물리학과,PHY1001,01,일반물리I,3.0,"월,수 10:30~11:45 [J102]",3.0,박무인,0000000073,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,02,일반물리I,3.0,"월,수 12:00~13:15 [K301]",3.0,Scopel Stefano,0000000072,O,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,03,일반물리I,3.0,"월,수 16:30~17:45 [RA308]",3.0,이상헌,0000000071,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,04,일반물리I,3.0,"화,목 09:00~10:15 [K202]",3.0,이기진,0000000072,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,05,일반물리I,3.0,"화,목 10:30~11:45 [RA310]",3.0,양상모,0000000060,,,,,,,,,,전학년,1학년,물리학과(1전공 가능),,물리1전공 전용반
2024 학년도,1학기,대학,물리학과,PHY1001,06,일반물리I,3.0,"화,목 12:00~13:15 [K403]",3.0,정명화,0000000072,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,07,일반물리I,3.0,"화,목 13:30~14:45 [RA410]",3.0,백현준,0000000072,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,08,일반물리I,3.0,"화,목 15:00~16:15 [J102]",3.0,이원우,0000000072,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,09,일반물리I,3.0,"수,금 09:00~10:15 [RA410]",3.0,장준익,0000000051,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,10,일반물리I,3.0,"수,금 13:30~14:45 [RA308]",3.0,유효빈,0000000072,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,11,일반물리I,3.0,"수,금 15:00~16:15 [RA308]",3.0,김종욱,0000000072,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1101,01,일반물리실험I,1.0,화 10:30~12:20 [R103],2.0,정현식,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,02,일반물리실험I,1.0,월 13:30~15:20 [R103],2.0,홍준호,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,03,일반물리실험I,1.0,월 13:30~15:20 [R107],2.0,김원태,0000000019,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,04,일반물리실험I,1.0,월 15:30~17:20 [R103],2.0,홍준호,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,05,일반물리실험I,1.0,월 15:30~17:20 [R107],2.0,김원태,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,06,일반물리실험I,1.0,월 17:30~19:20 [R103],2.0,양상모,0000000015,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,07,일반물리실험I,1.0,월 17:30~19:20 [R107],2.0,김원태,0000000014,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,08,일반물리실험I,1.0,화 13:30~15:20 [R103],2.0,홍준호,0000000017,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,09,일반물리실험I,1.0,화 13:30~15:20 [R107],2.0,정현식,0000000017,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,10,일반물리실험I,1.0,화 15:30~17:20 [R103],2.0,홍준호,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,11,일반물리실험I,1.0,화 15:30~17:20 [R107],2.0,김원태,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,12,일반물리실험I,1.0,화 17:30~19:20 [R103],2.0,양상모,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,13,일반물리실험I,1.0,화 17:30~19:20 [R107],2.0,이기진,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,14,일반물리실험I,1.0,수 10:30~12:20 [R103],2.0,장준익,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,15,일반물리실험I,1.0,수 13:30~15:20 [R103],2.0,장준익,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,16,일반물리실험I,1.0,수 13:30~15:20 [R107],2.0,양상모,0000000018,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,17,일반물리실험I,1.0,수 15:30~17:20 [R103],2.0,Scopel Stefano,0000000018,O,,,,,,,,,전학년,1학년,,,
